country,continent,pop,smoke_pct,lung_cancer_pct,pollution
Iraq,Asia,39309789,20.8520489,0.019701705206664,47.84416045
Iran,Asia,82913893,14.9466819,0.013131370446305,37.97992798
Libya,Africa,6777453,20.6812717,0.019254878094787,37.94497566
Kuwait,Asia,4207077,20.2987892,0.011051678822572,60.83886017
Saudi Arabia,Asia,34268529,14.366357099999998,0.00943663231334029,61.22730259
Venezuela,South America,28515829,17.103744300000002,0.023373516700205,21.33857554
Jordan,Asia,10101697,34.300618,0.015451233695408,30.49425941
Afghanistan,Asia,38041757,9.9842677,0.011677535079848,50.87624402
Qatar,Asia,2832071,17.5120121,0.01869197141937099,75.30614092
United Arab Emirates,Asia,9770526,13.7902396,0.017738815582511,42.94724427
Angola,Africa,31825299,10.1913871,0.01390657803842499,27.51502902
Democratic Republic of the Congo,Africa,86790568,11.4043812,0.011688001116409,34.36005066
Yemen,Asia,29161922,20.1684841,0.0098610055806566,42.94030139
Turkey,Asia,83429607,30.9789096,0.03684462213213,25.95475116
Pakistan,Asia,216565317,14.4428051,0.017086819727702,62.20369982
Central African Republic,Africa,4745179,8.035022699999999,0.012197704277056,43.67315362
Syrian Arab Republic,Asia,17070132,22.7712102,0.011982268708989,30.79767767
Comoros,Africa,850891,12.9159602,0.00728825343734714,16.71185257
Bangladesh,Asia,163046173,23.0683015,0.00761333886891077,63.11812895
Equatorial Guinea,Africa,1355982,14.9462872,0.016158216736295,43.1710361
Bhutan,Asia,763094,10.0134272,0.00782863558905386,40.09271792
Mauritius,Africa,1265711,23.119991,0.012876538966527,14.58156475
Malawi,Africa,18628749,12.8594986,0.00575066415324469,21.96390515
Gabon,Africa,2172578,12.3540099,0.019392649046198,34.78071633
Djibouti,Africa,973557,24.820936099999997,0.010724588331867,40.98994132
Zambia,Africa,17861034,15.9993534,0.010515723678771,25.32524712
India,Asia,1366417756,13.1761963,0.0078170226665623,83.08615418
Botswana,Africa,2303703,21.8381978,0.023131298037525,24.44047831
Somalia,Africa,15442906,11.432648,0.00541843572095431,29.95236647
Lesotho,Africa,2125267,21.2142723,0.018242310431644,27.17064543
Seychelles,Africa,97625,24.3924818,0.018908488688355,15.13928043
Cameroon,Africa,25876387,8.062030100000001,0.013249645349682,63.33721091
South Africa,Africa,58558267,22.5242694,0.019870538618806,28.55533955
Eswatini,Africa,1148133,8.6182105,0.018045274816436,23.04756416
Mozambique,Africa,30366043,14.0681196,0.0078022730375656,20.23523245
Burkina Faso,Africa,20321383,8.6803393,0.00950699598521089,51.53328655
Cabo Verde,Africa,549936,6.2462503,0.017732925220102,50.42795475
Zimbabwe,Africa,14645473,17.5158265,0.01477108317492099,20.2305428
Gambia,Africa,2347696,12.2004513,0.00725520732842757,56.40139229
Mauritania,Africa,4525698,18.3054961,0.010325980979064,63.81389626
Sao Tome and Principe,Africa,215048,4.7715587,0.018617879023089,30.1934233
Nigeria,Africa,200963603,4.0821557,0.00694246529891709,68.45347717
Côte d'Ivoire,Africa,25716554,13.110962,0.012218207025574,54.09159706
United Republic of Tanzania,Africa,58005461,10.1143526,0.00880604464119125,24.21956828
Ghana,Africa,30417858,5.957546300000001,0.00858590412022355,52.82396911
Mali,Africa,19658023,12.2067979,0.00696044816812861,57.56278299
Senegal,Africa,16296362,7.6661417,0.01157657118528599,58.20340944
Togo,Africa,8082359,7.7149977,0.010787992448384,45.34919907
Guinea-Bissau,Africa,1920917,4.5308009,0.012614025626576,51.8000582
Monaco,Europe,38967,26.2588243,0.13102712782086,11.60130074
Palau,Oceania,18001,23.8734495,0.047794601920642,6.644963245
Liberia,Africa,4937374,8.2646517,0.00864792251056745,49.58266267
San Marino,Europe,33864,19.7835334,0.062883045363731,9.771831684
Tuvalu,Oceania,11655,33.5136192,0.026078571642749,5.781645639
South Sudan,Africa,11062114,11.3641017,0.00833439116845534,36.51597702
Nauru,Oceania,10764,41.6328305,0.039022023930276,5.612753817
Sudan,Africa,42813237,10.7282448,0.00836284907514733,53.19275708
Sri Lanka,Asia,21803000,15.2723659,0.011284734951447,19.80824514
Jamaica,North America,2948277,13.3840809,0.022765368996592,15.10146809
Germany,Europe,83092962,26.543072699999996,0.067932798034763,11.80657916
Colombia,South America,50339443,12.1858547,0.014919556361595,21.82327016
Canada,North America,37601230,17.0826845,0.0905579247104,7.100363556
Papua New Guinea,Oceania,8776119,29.5372982,0.020830306003028,13.84035628
Australia,Oceania,25365745,15.3793757,0.065097089908181,6.695007504
Congo,Africa,5380504,11.0807379,0.015797336227939,37.30073585
Ethiopia,Africa,112078727,5.8853834,0.00526188909975665,33.32419566
Brazil,South America,211049519,8.8010954,0.017031686136473,11.59478234
Nepal,Asia,28608715,21.7723567,0.00796824354739037,82.33958195
Latvia,Europe,1913822,33.722014099999996,0.037692000348775,11.95077159
Uganda,Africa,44269587,9.049279,0.00714015993292027,34.66565737
Lebanon,Asia,6855709,35.8351306,0.032276953518462,28.69163539
Niger,Africa,23310719,7.6941904,0.00846908017584221,75.78805071
Chad,Africa,15946882,9.3048619,0.011065893633142,57.66746872
Kazakhstan,Asia,18513673,24.5839681,0.02492516366451699,19.88325907
North Macedonia,Europe,2076694,39.2332028,0.051599315503094,30.21058298
United Kingdom,Europe,66836327,19.9393064,0.073681155698671,10.08337499
Israel,Asia,9054000,20.6376097,0.034040036034907,19.69666987
Belgium,Europe,11488980,23.1570262,0.065886988102291,12.68314422
Thailand,Asia,69625581,21.2135076,0.024969254692343,27.32654774
Samoa,Oceania,197093,27.2592106,0.011817088338612,9.771033482
Kenya,Africa,52573967,10.6844397,0.00547012684391726,21.33863125
Barbados,North America,287021,9.0869814,0.011454459943447,20.34116568
Honduras,North America,9746115,14.0846597,0.024626611389672,22.53113047
Brunei Darussalam,Asia,433296,17.5570807,0.059093499586754,7.611386572
Egypt,Africa,100388076,23.1077938,0.00990700716367443,67.19475884
Burundi,Africa,11530577,10.4054165,0.00681191853156531,32.20042613
Namibia,Africa,2494524,16.6926941,0.007750648341346,23.66076875
Oman,Asia,4974992,11.1571016,0.010145091733772,43.70698091
Malaysia,Asia,31949789,22.4675935,0.02142357103119,16.52917279
Slovak Republic,Europe,5454147,26.9759209,0.060957567552539,18.33832242
Sierra Leone,Africa,7813207,19.1729048,0.00992665035731939,49.43053042
Saint Lucia,North America,182795,12.1882729,0.013907601805501,20.14715207
Guinea,Africa,12771246,14.6975018,0.00986629529017596,50.70105695
Saint Kitts and Nevis,North America,52834,6.7019336,0.013230721603697,8.645030093
Turkmenistan,Asia,5942094,12.5299403,0.011528028755635,25.32243542
Norway,Europe,5347896,18.415586,0.063011493360649,6.634903609
Mexico,North America,127575529,17.664107400000002,0.010785364052828,20.04671681
Dominican Republic,North America,10738957,11.4747855,0.016639163817439,16.63435051
Madagascar,Africa,26969306,13.6059363,0.00623109303402729,17.39435871
Fiji,Oceania,889955,28.6811455,0.010056406175275,9.853855266
Benin,Africa,11801151,5.9623379,0.00999434386939963,45.66901067
Tunisia,Africa,11694721,23.6520959,0.021031872808186,30.10485274
Bulgaria,Europe,6975761,37.5070963,0.048182134747847,19.3432417
Rwanda,Africa,12626938,14.6110683,0.00799983425212177,34.65142994
